pmid,label,access,data_location,accession_or_link,repository_family,evidence_quote,rationale
39005474,non_open_data,code_only,,https://www.dropbox.com/scl/fo/jk4zcgw3c2jefxj23pu3m/ACoeQcrb6DitMmfDS1WDpb0?rlkey=jjy8b4rvq2z0xk4d4miu0ohhz st=pylda2tb dl=0,,"The code will be made available online. For reviewers, a Dropbox link is available here: https://www.dropbox.com/scl/fo/jk4zcgw3c2jefxj23pu3m/...","This is a purely computational/simulation study with no newly generated experimental dataset deposited in a repository; the only availability statement concerns simulation code (via a Dropbox link for reviewers), so it does not meet the open-data definition."
38196366,false_negative,open,"Dryad; DANS (Data Archiving and Networked Services, Netherlands)",doi:10.17026/dans-xfk-72pn,Dryad,"All data and code are available through Dryad [41]. All data that support this manuscript are also available through DANS, the Netherlands institute for permanent access to digital research resources (https://dans.knaw.nl/en): doi:10.17026/dans-xfk-72pn [42].","The authors deposited their newly generated mesocosm CO2 flux and stability data in both Dryad and the DANS institutional repository with a resolvable DOI, presented as openly accessible, meeting all three criteria for open data."
39689173,non_open_data,upon_request_or_restricted,European Genome-phenome Archive (EGA),EGAS50000000447,Institutional/domain,"Newly published genomic sequence data are available at the European Genome-phenome Archive (EGA, https://ega-archive.org/; Dataset ID: EGAS50000000447) via request to the Data Access Committee EGAC50000000312.","Although the newly generated genomic data are deposited in EGA with a valid accession, access is explicitly gated through a Data Access Committee request rather than being openly accessible, so it does not meet the open-access criterion despite the deposit."
38271522,false_negative,open,MPI-HD (Max Planck Institute for Nuclear Physics) institutional publications data page,https://www.mpi-hd.mpg.de/HESS/pages/publications/auxiliary/2023_SS433/index.html,Institutional/domain,"The H.E.S.S. data are available at: https://www.mpi-hd.mpg.de/HESS/pages/publications/auxiliary/2023_SS433/index.html. This includes the counts and background maps, the subsequently derived significance and flux maps (Figures 1A and 2), the flux profiles (Figure 3) and the raw data and derived flux points from the spectral measurements of the jets (Figure 1B-C).","The authors deposited their newly generated H.E.S.S. observational data products (counts/background maps, flux maps, flux profiles, derived flux points) at a persistent, openly accessible institutional URL, satisfying deposit, locator, and open-access criteria, so the detector's negative call is a false negative."
38489389,false_negative,open,PDB; Zenodo,"8OEM, 8RK1, 8OGG, 8OEI, 8C4Y; https://doi.org/10.5281/zenodo.10732657",PDB,"Protein Structure data have been deposited in PDB under accession codes (8OEM (49), 8RK1 (50), 8OGG (51), 8OEI (52), 8C4Y (53)). Raw data are available at https://doi.org/10.5281/zenodo.10732657 (54).","The authors deposited newly generated crystallographic protein structures in PDB with accession codes and raw diffraction/spectroscopy data in Zenodo with a DOI, both presented as openly accessible, so this is a genuine open-data article missed by the detector."
38432237,false_negative,open,Zenodo repository; also NCD-RisC website (ncdrisc.org),https://doi.org/10.5281/zenodo.10534960,Zenodo,"Data sharing Age-standardised and age-specific results of this study, as well as the computer code and input data for the analyses, can be downloaded from https://www.ncdrisc.org . Computer code and input data are also available from the Zenodo repository ( https://doi.org/10.5281/zenodo.10534960 ).","The article's Data sharing statement deposits the pooled analysis results, computer code, and (where permitted) the input data in the Zenodo repository with a resolvable DOI and describes them as downloadable/available, satisfying deposit + accession + open-access criteria that the detector missed."
40003434,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.14727649,Zenodo,"The data are contained in the article and Supplementary Materials and in the zenodo repository (https://doi.org/10.5281/zenodo.14727649, accessed on 15 November 2024).","The Data Availability Statement deposits the study's corrected mortality dataset in Zenodo with a resolvable DOI and no stated access restriction, meeting all three open-data criteria that the detector missed."
39312660,false_negative,open,Dataverse (and GitHub),https://doi.org/10.7910/DVN/KVC2WH,Dataverse,All model code and data will be made available on GitHub (https://github.com/SunderlandLab/global_fisheries_hg) (61) and Dataverse (https://doi.org/10.7910/DVN/KVC2WH) (62).,"The authors deposited their newly generated model outputs and data in Dataverse with a persistent DOI (plus code on GitHub), presented as openly available, satisfying all three open-data criteria that the detector missed."
38583468,false_negative,open,Zenodo,doi:10.5281/zenodo.8104715,Zenodo,The datasets supporting this article have been uploaded as part of the electronic supplementary material and also from the Zenodo repository: doi:10.5281/zenodo.8104715 [96]. The analysis code used to create the figures and statistics are accessible from the GitHub repository: https://github.com/Martin-Jung/Review_EuropeanConservationPlanning [97].,"The authors deposited their newly generated systematic-review dataset (extracted study-level variables from the literature review) in Zenodo with a resolvable DOI and describe it as openly accessible, meeting all three open-data criteria, so the detector's negative call is a miss."
40335465,false_negative,open,Zenodo,10.5281/zenodo.14261087,Zenodo,The gut microbiome taxonomic and functional profiles generated in this study are available on Zenodo 10.5281/zenodo.14261087.,"Although the underlying raw sequencing data are reused from prior studies, the authors generated new derived taxonomic and functional microbiome profiles through their meta-analysis pipeline and deposited these newly produced data in Zenodo with a resolvable DOI, presented as openly accessible, satisfying all three open-data criteria."
40003399,false_negative,open,Figshare,https://doi.org/10.6084/m9.figshare.c.7373818.v1,Figshare,Data Availability Statement See https://doi.org/10.6084/m9.figshare.c.7373818.v1 .,"The authors deposited their study data/materials in a Figshare collection with a resolvable DOI in the Data Availability Statement, presented without any access restriction, which the detector failed to flag as open data."
38892146,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.10613584,Zenodo,Data Availability Statement: Data available on the Zenodo platform under the following DOI: https://doi.org/10.5281/zenodo.10613584 (accessed on 20 May 2024).,"The article's Data Availability Statement deposits the study's underlying data in Zenodo with a resolvable DOI, satisfying all three open-data criteria, so the detector's negative call is a false negative."
